index_id,date_anio,date,day_week,close,open,high,low,adj_close,volume
00001,1980,1980-01-02,2,105.76,0.0,108.43,105.29,105.76,40610000
00002,1980,1980-01-03,3,105.22,0.0,106.08,103.26,105.22,50480000
00003,1980,1980-01-04,4,106.52,0.0,107.08,105.09,106.52,39130000
00004,1980,1980-01-07,0,106.81,0.0,107.8,105.8,106.81,44500000
00005,1980,1980-01-08,1,108.95,0.0,109.29,106.29,108.95,53390000
00006,1980,1980-01-09,2,109.05,0.0,111.09,108.41,109.05,65260000
00007,1980,1980-01-10,3,109.89,0.0,110.86,108.47,109.89,55980000
00008,1980,1980-01-11,4,109.92,0.0,111.16,108.89,109.92,52890000
00009,1980,1980-01-14,0,110.38,0.0,111.44,109.34,110.38,52930000
00010,1980,1980-01-15,1,111.14,0.0,111.93,109.45,111.14,52320000
00011,1980,1980-01-16,2,111.05,0.0,112.9,110.38,111.05,67700000
00012,1980,1980-01-17,3,110.7,0.0,112.01,109.81,110.7,54170000
00013,1980,1980-01-18,4,111.07,0.0,111.74,109.88,111.07,47150000
00014,1980,1980-01-21,0,112.1,0.0,112.9,110.66,112.1,48040000
00015,1980,1980-01-22,1,111.51,0.0,113.1,110.92,111.51,50620000
00016,1980,1980-01-23,2,113.44,0.0,113.93,110.93,113.44,50730000
00017,1980,1980-01-24,3,113.7,0.0,115.27,112.95,113.7,59070000
00018,1980,1980-01-25,4,113.61,0.0,114.45,112.36,113.61,47100000
00019,1980,1980-01-28,0,114.85,0.0,115.65,112.93,114.85,53620000
00020,1980,1980-01-29,1,114.07,0.0,115.77,113.03,114.07,55480000
00021,1980,1980-01-30,2,115.2,0.0,115.85,113.37,115.2,51170000
00022,1980,1980-01-31,3,114.16,0.0,117.17,113.78,114.16,65900000
00023,1980,1980-02-01,4,115.12,0.0,115.54,113.13,115.12,46610000
00024,1980,1980-02-04,0,114.37,0.0,116.01,113.83,114.37,43070000
00025,1980,1980-02-05,1,114.66,0.0,115.25,112.15,114.66,41880000
00026,1980,1980-02-06,2,115.72,0.0,116.57,113.65,115.72,51950000
